run_type,iden,current_iter,max_iter,prior_loss,iden_loss,total_loss,acc
bb_top5,0-59,300,4200,2.793,27.631,2765.895,0.0
bb_top5,0-59,600,4200,0.859,27.631,2763.961,0.0
bb_top5,0-59,900,4200,0.19,27.196,2719.764,0.0
bb_top5,0-59,1200,4200,0.076,27.631,2763.178,0.0
bb_top5,0-59,1500,4200,0.038,27.631,2763.14,0.0
bb_top5,0-59,1800,4200,0.013,27.199,2719.922,0.0
bb_top5,0-59,2100,4200,0.026,27.631,2763.128,0.0
bb_top5,0-59,2400,4200,0.01,27.197,2719.743,0.0
bb_top5,0-59,2700,4200,0.037,27.196,2719.611,0.0
bb_top5,0-59,3000,4200,0.005,27.194,2719.435,0.0
bb_top5,0-59,3300,4200,0.003,27.631,2763.105,0.0
bb_top5,0-59,3600,4200,0.006,27.197,2719.739,0.0
bb_top5,0-59,3900,4200,0.002,27.631,2763.104,0.0
bb_top5,0-59,4200,4200,0.003,27.194,2719.433,0.0
bb_top5,60-119,300,4200,3.247,27.631,2766.349,0.0
bb_top5,60-119,600,4200,0.786,27.631,2763.888,0.0
bb_top5,60-119,900,4200,0.12,27.197,2719.853,0.0
bb_top5,60-119,1200,4200,0.095,27.194,2719.524,0.0
bb_top5,60-119,1500,4200,0.021,26.759,2675.922,0.0
bb_top5,60-119,1800,4200,0.019,27.201,2720.124,0.0
bb_top5,60-119,2100,4200,0.009,27.631,2763.111,0.0
bb_top5,60-119,2400,4200,0.025,27.631,2763.127,0.0
bb_top5,60-119,2700,4200,0.005,27.631,2763.107,0.0
bb_top5,60-119,3000,4200,0.003,27.631,2763.105,0.0
bb_top5,60-119,3300,4200,0.003,27.631,2763.105,0.0
bb_top5,60-119,3600,4200,0.004,27.631,2763.106,0.0
bb_top5,60-119,3900,4200,0.002,27.631,2763.104,0.0
bb_top5,60-119,4200,4200,0.003,27.631,2763.105,0.0
bb_top5,120-179,300,4200,3.222,27.631,2766.324,0.0
bb_top5,120-179,600,4200,0.751,27.631,2763.853,0.0
bb_top5,120-179,900,4200,0.147,27.631,2763.249,0.0
bb_top5,120-179,1200,4200,0.091,27.631,2763.193,0.0
bb_top5,120-179,1500,4200,0.032,27.631,2763.134,0.0
bb_top5,120-179,1800,4200,0.031,27.631,2763.133,0.0
bb_top5,120-179,2100,4200,0.008,27.631,2763.11,0.0
bb_top5,120-179,2400,4200,0.009,27.631,2763.111,0.0
bb_top5,120-179,2700,4200,0.006,27.631,2763.108,0.0
bb_top5,120-179,3000,4200,0.005,27.631,2763.107,0.0
bb_top5,120-179,3300,4200,0.007,27.631,2763.109,0.0
bb_top5,120-179,3600,4200,0.007,27.199,2719.915,0.0
bb_top5,120-179,3900,4200,0.002,27.201,2720.107,0.0
bb_top5,120-179,4200,4200,0.002,27.631,2763.104,0.0
bb_top5,180-239,300,4200,2.757,27.631,2765.859,0.0
bb_top5,180-239,600,4200,0.66,27.631,2763.762,0.0
bb_top5,180-239,900,4200,0.176,27.631,2763.278,0.0
bb_top5,180-239,1200,4200,0.118,27.631,2763.22,0.0
bb_top5,180-239,1500,4200,0.041,27.631,2763.143,0.0
bb_top5,180-239,1800,4200,0.013,27.631,2763.115,0.0
bb_top5,180-239,2100,4200,0.025,27.197,2719.758,0.0
bb_top5,180-239,2400,4200,0.013,27.631,2763.115,0.0
bb_top5,180-239,2700,4200,0.013,27.631,2763.115,0.0
bb_top5,180-239,3000,4200,0.008,27.631,2763.11,0.0
bb_top5,180-239,3300,4200,0.005,27.631,2763.107,0.0
bb_top5,180-239,3600,4200,0.015,27.631,2763.117,0.0
bb_top5,180-239,3900,4200,0.002,27.631,2763.104,0.0
bb_top5,180-239,4200,4200,0.003,27.631,2763.105,0.0
bb_top5,240-299,300,4200,2.879,27.201,2722.984,0.0
bb_top5,240-299,600,4200,0.87,27.631,2763.972,0.0
bb_top5,240-299,900,4200,0.249,27.631,2763.351,0.0
bb_top5,240-299,1200,4200,0.066,27.631,2763.168,0.0
bb_top5,240-299,1500,4200,0.034,27.631,2763.136,0.0
bb_top5,240-299,1800,4200,0.033,27.631,2763.135,0.0
bb_top5,240-299,2100,4200,0.007,27.631,2763.109,0.0
bb_top5,240-299,2400,4200,0.009,27.631,2763.111,0.0
bb_top5,240-299,2700,4200,0.005,27.631,2763.107,0.0
bb_top5,240-299,3000,4200,0.002,27.631,2763.104,0.0
bb_top5,240-299,3300,4200,0.006,27.631,2763.108,0.0
bb_top5,240-299,3600,4200,0.003,27.631,2763.105,0.0
bb_top5,240-299,3900,4200,0.005,27.631,2763.107,0.017
bb_top5,240-299,4200,4200,0.002,27.631,2763.104,0.0
